1101500,SERINGUEIRAS,RO,Norte,1110,154553.0,201605,1,2,3
1101559,TEIXEIRÓPOLIS,RO,Norte,336,55352.0,201605,1,2,3
1101609,THEOBROMA,RO,Norte,849,116953.0,201605,1,2,3
1101708,URUPÁ,RO,Norte,1040,156592.0,201605,1,2,3
1101757,VALE DO ANARI,RO,Norte,786,124982.0,201605,1,2,3
1101807,VALE DO PARAÍSO,RO,Norte,587,85210.0,201605,1,2,3
1100304,VILHENA,RO,Norte,3682,593573.0,201605,1,2,3
1100403,ALTO PARAÍSO,RO,Norte,1518,210645.0,201606,1,2,3
1100346,ALVORADA D'OESTE,RO,Norte,1738,254282.0,201606,1,2,3
1100023,ARIQUEMES,RO,Norte,4173,605875.0,201606,1,2,3
1100452,BURITIS,RO,Norte,2651,400518.0,201606,1,2,3
1100031,CABIXI,RO,Norte,306,42071.0,201606,1,2,3
1100601,CACAULÂNDIA,RO,Norte,323,45546.0,201606,1,2,3
1100049,CACOAL,RO,Norte,2891,395574.0,201606,1,2,3
1100700,CAMPO NOVO DE RONDÔNIA,RO,Norte,1156,169425.0,201606,1,2,3
1100809,CANDEIAS DO JAMARI,RO,Norte,2024,334568.0,201606,1,2,3
1100908,CASTANHEIRAS,RO,Norte,266,43930.0,201606,1,2,3
1100056,CEREJEIRAS,RO,Norte,788,109863.0,201606,1,2,3
1100924,CHUPINGUAIA,RO,Norte,602,129834.0,201606,1,2,3
1100064,COLORADO DO OESTE,RO,Norte,588,80286.0,201606,1,2,3
1100072,CORUMBIARA,RO,Norte,666,97466.0,201606,1,2,3
1100080,COSTA MARQUES,RO,Norte,1660,308927.0,201606,1,2,3
1100940,CUJUBIM,RO,Norte,1673,253563.0,201606,1,2,3
1100098,ESPIGÃO D'OESTE,RO,Norte,1560,219275.0,201606,1,2,3
1101005,GOVERNADOR JORGE TEIXEIRA,RO,Norte,1210,172343.0,201606,1,2,3
1100106,GUAJARÁ-MIRIM,RO,Norte,3468,583387.0,201606,1,2,3
1101104,ITAPUÃ DO OESTE,RO,Norte,814,116637.0,201606,1,2,3
1100114,JARU,RO,Norte,3089,420089.0,201606,1,2,3
1100122,JI-PARANÁ,RO,Norte,4285,644969.0,201606,1,2,3
1100130,MACHADINHO D'OESTE,RO,Norte,2680,362995.0,201606,1,2,3
1101203,MINISTRO ANDREAZZA,RO,Norte,689,93532.0,201606,1,2,3
1101302,MIRANTE DA SERRA,RO,Norte,700,91757.0,201606,1,2,3
1101401,MONTE NEGRO,RO,Norte,931,140980.0,201606,1,2,3
1100148,NOVA BRASILÂNDIA D'OESTE,RO,Norte,1931,280916.0,201606,1,2,3
1100338,NOVA MAMORÉ,RO,Norte,2549,389444.0,201606,1,2,3
1101435,NOVA UNIÃO,RO,Norte,454,68989.0,201606,1,2,3
1100502,NOVO HORIZONTE DO OESTE,RO,Norte,879,119735.0,201606,1,2,3
1100155,OURO PRETO DO OESTE,RO,Norte,1219,162813.0,201606,1,2,3
1101450,PARECIS,RO,Norte,422,64303.0,201606,1,2,3
1100189,PIMENTA BUENO,RO,Norte,1290,204271.0,201606,1,2,3
1101468,PIMENTEIRAS DO OESTE,RO,Norte,170,31449.0,201606,1,2,3
1100205,PORTO VELHO,RO,Norte,22366,3517464.0,201606,1,2,3
1100254,PRESIDENTE MÉDICI,RO,Norte,2053,342805.0,201606,1,2,3
1101476,PRIMAVERA DE RONDÔNIA,RO,Norte,180,26127.0,201606,1,2,3
1100262,RIO CRESPO,RO,Norte,288,46511.0,201606,1,2,3
1100288,ROLIM DE MOURA,RO,Norte,1940,275975.0,201606,1,2,3
1100296,SANTA LUZIA D'OESTE,RO,Norte,475,63682.0,201606,1,2,3
1101484,SÃO FELIPE D'OESTE,RO,Norte,249,32762.0,201606,1,2,3
1101492,SÃO FRANCISCO DO GUAPORÉ,RO,Norte,1455,210165.0,201606,1,2,3
1100320,SÃO MIGUEL DO GUAPORÉ,RO,Norte,1388,187787.0,201606,1,2,3
1101500,SERINGUEIRAS,RO,Norte,1113,154611.0,201606,1,2,3
1101559,TEIXEIRÓPOLIS,RO,Norte,333,55261.0,201606,1,2,3
1101609,THEOBROMA,RO,Norte,848,116694.0,201606,1,2,3
1101708,URUPÁ,RO,Norte,1038,155755.0,201606,1,2,3
1101757,VALE DO ANARI,RO,Norte,807,129702.0,201606,1,2,3
1101807,VALE DO PARAÍSO,RO,Norte,594,85591.0,201606,1,2,3
1100304,VILHENA,RO,Norte,3680,592750.0,201606,1,2,3
1100403,ALTO PARAÍSO,RO,Norte,1521,235893.0,201607,2,3,4
1100346,ALVORADA D'OESTE,RO,Norte,1691,279535.0,201607,2,3,4
1100023,ARIQUEMES,RO,Norte,4269,688763.0,201607,2,3,4
1100452,BURITIS,RO,Norte,2694,454220.0,201607,2,3,4
1100031,CABIXI,RO,Norte,300,46770.0,201607,2,3,4
1100601,CACAULÂNDIA,RO,Norte,321,50202.0,201607,2,3,4
1100049,CACOAL,RO,Norte,2889,444309.0,201607,2,3,4
1100700,CAMPO NOVO DE RONDÔNIA,RO,Norte,1156,189597.0,201607,2,3,4
1100809,CANDEIAS DO JAMARI,RO,Norte,2013,373724.0,201607,2,3,4
1100908,CASTANHEIRAS,RO,Norte,268,47881.0,201607,2,3,4
1100056,CEREJEIRAS,RO,Norte,785,124821.0,201607,2,3,4
1100924,CHUPINGUAIA,RO,Norte,580,141705.0,201607,2,3,4
1100064,COLORADO DO OESTE,RO,Norte,585,88408.0,201607,2,3,4
1100072,CORUMBIARA,RO,Norte,678,109953.0,201607,2,3,4
1100080,COSTA MARQUES,RO,Norte,1647,348241.0,201607,2,3,4
1100940,CUJUBIM,RO,Norte,1652,281147.0,201607,2,3,4
1100098,ESPIGÃO D'OESTE,RO,Norte,1521,244767.0,201607,2,3,4
1101005,GOVERNADOR JORGE TEIXEIRA,RO,Norte,1243,196647.0,201607,2,3,4
1100106,GUAJARÁ-MIRIM,RO,Norte,3452,662164.0,201607,2,3,4
1101104,ITAPUÃ DO OESTE,RO,Norte,813,131665.0,201607,2,3,4
1100114,JARU,RO,Norte,3160,480860.0,201607,2,3,4
1100122,JI-PARANÁ,RO,Norte,4268,722948.0,201607,2,3,4
1100130,MACHADINHO D'OESTE,RO,Norte,2618,395635.0,201607,2,3,4
